State,STATE PCODE,District, Township ,Township Pcode,Population (2014 Cen.),Population (2021 Proj),Urban Pop  (2021 Proj), Rural Pop  (2021 Proj),% of people with disabilities (Age 5 yrs+),% Female,% CHILDREN  (Age 18<),% ADULTS ( Age 18-60),% ELDERS  (Age 60+),Population baseline (without IDPs),IDPs,IDP returnees/ resettled/ locally integrated (Sep 2021),Non-displaced stateless people in Rakhine (2021 HNO),# of most vulnerable crisis-affected people BASELINE,%IDPs,%Returnees,%Rakhine State/Less,%Other vulnerable People
Magway,MMR009,Minbu,Sidoktaya,MMR009011,47526,47251.01417,6476.309942,40774.70423,0.170275753,0.508942474,0.318905913,0.58249782,0.098596267,47251.01417,0,0,,27266.98428,,0,0,100
Magway,MMR009,Pakokku,Pakokku,MMR009018,290139,288460.2534,90316.38744,198143.8659,0.170275753,0.54938495,0.318905913,0.58249782,0.098596267,288460.2534,0,0,,166460.791,,0,0,100
Magway,MMR009,Pakokku,Yesagyo,MMR009019,215352,214105.9716,23194.01821,190911.9533,0.170275753,0.561866154,0.318905913,0.58249782,0.098596267,214105.9716,0,0,,133085.263,,0,0,100
Magway,MMR009,Pakokku,Myaing,MMR009020,225771,224464.6871,7661.41302,216803.2741,0.170275753,0.553290724,0.318905913,0.58249782,0.098596267,224464.6871,0,0,,134527.5896,,0,0,100
Magway,MMR009,Pakokku,Pauk,MMR009021,171514,170521.6186,7243.843144,163277.7754,0.170275753,0.539221288,0.318905913,0.58249782,0.098596267,170521.6186,0,0,,105993.8417,,0,0,100
Magway,MMR009,Pakokku,Seikphyu,MMR009022,102769,102174.3777,9028.457259,93145.92046,0.170275753,0.543549125,0.318905913,0.58249782,0.098596267,102174.3777,0,0,,58961.42549,,0,0,100
Magway,MMR009,Thayet,Thayet,MMR009012,104347,103743.2474,20133.82755,83609.41985,0.170275753,0.526723337,0.318905913,0.58249782,0.098596267,103743.2474,0,0,,59866.76786,,0,0,100
Magway,MMR009,Thayet,Minhla,MMR009013,146082,145236.7683,12437.61704,132799.1513,0.170275753,0.499370217,0.318905913,0.58249782,0.098596267,145236.7683,0,0,,83811.29483,,0,0,100
Magway,MMR009,Thayet,Mindon,MMR009014,59357,59013.55991,4567.419078,54446.14083,0.170275753,0.528935088,0.318905913,0.58249782,0.098596267,59013.55991,0,0,,34054.75711,,0,0,100
Magway,MMR009,Thayet,Kamma,MMR009015,75195,74759.92111,5171.901185,69588.01992,0.170275753,0.523186382,0.318905913,0.58249782,0.098596267,74759.92111,0,0,,43141.45696,,0,0,100
Magway,MMR009,Thayet,Aunglan,MMR009016,235222,233861.0036,52183.30979,181677.6938,0.170275753,0.524853117,0.318905913,0.58249782,0.098596267,233861.0036,0,0,,134953.385,,0,0,100
Magway,MMR009,Thayet,Sinbaungwe,MMR009017,117844,117162.1536,5059.555004,112102.5986,0.170275753,0.526585995,0.318905913,0.58249782,0.098596267,117162.1536,0,0,,67610.37108,,0,0,100
Mandalay,MMR010,Kyaukse,Kyaukse,MMR010013,257907,274709.3467,44184.50495,230524.8417,0.10165983,0.517116635,0.313893115,0.601184322,0.084922563,274709.3467,0,0,,139773.2529,,0,0,100
Mandalay,MMR010,Kyaukse,Sintgaing,MMR010014,148918,158619.8377,8830.084038,149789.7537,0.10165983,0.522146416,0.313893115,0.601184322,0.084922563,158619.8377,0,0,,80706.43015,,0,0,100
Mandalay,MMR010,Kyaukse,Myittha,MMR010015,195629,208374.0061,20602.10922,187771.8968,0.10165983,0.526287002,0.313893115,0.601184322,0.084922563,208374.0061,0,0,,106021.557,,0,0,100
Mandalay,MMR010,Kyaukse,Tada-U,MMR010016,138617,147647.7393,13196.12921,134451.6101,0.10165983,0.53285672,0.313893115,0.601184322,0.084922563,147647.7393,0,0,,75123.78106,,0,0,100
Mandalay,MMR010,Mandalay,Aungmyaythazan,MMR010001,265779,283094.1985,283094.1985,0,0.10165983,0.511026078,0.313893115,0.601184322,0.084922563,283094.1985,0,0,,151358.1686,,0,0,100
Mandalay,MMR010,Mandalay,Chanayethazan,MMR010002,197175,210020.7262,210020.7262,0,0.10165983,0.52709522,0.313893115,0.601184322,0.084922563,210020.7262,0,0,,112288.9577,,0,0,100
Mandalay,MMR010,Mandalay,Mahaaungmyay,MMR010003,241113,256821.2368,256821.2368,0,0.10165983,0.515152646,0.313893115,0.601184322,0.084922563,256821.2368,0,0,,143950.6062,,0,0,100
Mandalay,MMR010,Mandalay,Chanmyathazi,MMR010004,283781,302269.0083,302269.0083,0,0.10165983,0.51537277,0.313893115,0.601184322,0.084922563,302269.0083,0,0,,169424.4897,,0,0,100
Mandalay,MMR010,Mandalay,Pyigyitagon,MMR010005,237698,253183.7534,253183.7534,0,0.10165983,0.491817348,0.313893115,0.601184322,0.084922563,253183.7534,0,0,,135366.3531,,0,0,100
Mandalay,MMR010,Mandalay,Amarapura,MMR010006,237618,253098.5415,86089.59135,167008.9501,0.10165983,0.518214108,0.313893115,0.601184322,0.084922563,253098.5415,0,0,,135320.794,,0,0,100
Mandalay,MMR010,Mandalay,Patheingyi,MMR010007,263725,280906.3827,13934.27737,266972.1054,0.10165983,0.510838942,0.313893115,0.601184322,0.084922563,280906.3827,0,0,,142926.3305,,0,0,100
Mandalay,MMR010,Meiktila,Meiktila,MMR010028,309663,329837.191,118787.531,211049.66,0.10165983,0.538895509,0.313893115,0.601184322,0.084922563,329837.191,0,0,,176349.6159,,0,0,100
Mandalay,MMR010,Meiktila,Mahlaing,MMR010029,139427,148510.5099,14752.31169,133758.1982,0.10165983,0.54398359,0.313893115,0.601184322,0.084922563,148510.5099,0,0,,75562.7623,,0,0,100
Mandalay,MMR010,Meiktila,Thazi,MMR010030,202680,215884.3707,21900.52568,193983.845,0.10165983,0.528996448,0.313893115,0.601184322,0.084922563,215884.3707,0,0,,109842.8616,,0,0,100
Mandalay,MMR010,Meiktila,Wundwin,MMR010031,229760,244728.6018,34679.11654,210049.4852,0.10165983,0.537717618,0.313893115,0.601184322,0.084922563,244728.6018,0,0,,124518.9258,,0,0,100
Mandalay,MMR010,Myingyan,Myingyan,MMR010017,276096,294083.3393,93422.07609,200661.2632,0.10165983,0.55051866,0.313893115,0.601184322,0.084922563,294083.3393,0,0,,187644.6413,,0,0,100
Mandalay,MMR010,Myingyan,Taungtha,MMR010018,216642,230755.979,18669.92919,212086.0498,0.10165983,0.551513557,0.313893115,0.601184322,0.084922563,230755.979,0,0,,123375.1965,,0,0,100
Mandalay,MMR010,Myingyan,Natogyi,MMR010019,177078,188614.4296,13653.07807,174961.3515,0.10165983,0.543432838,0.313893115,0.601184322,0.084922563,188614.4296,0,0,,95967.80267,,0,0,100
Mandalay,MMR010,Myingyan,Ngazun,MMR010021,124233,132326.6382,7541.253919,124785.3842,0.10165983,0.543849058,0.313893115,0.601184322,0.084922563,132326.6382,0,0,,67328.34135,,0,0,100
Mandalay,MMR010,Nyaung-U,Kyaukpadaung,MMR010020,261908,278971.0073,45606.47868,233364.5286,0.10165983,0.554710051,0.313893115,0.601184322,0.084922563,278971.0073,0,0,,149153.6774,,0,0,100
Mandalay,MMR010,Nyaung-U,Nyaung-U,MMR010022,239947,255579.2732,57883.38443,197695.8888,0.10165983,0.543749245,0.313893115,0.601184322,0.084922563,255579.2732,0,0,,130039.7923,,0,0,100
Mandalay,MMR010,Pyinoolwin,Pyinoolwin,MMR010008,255508,272154.0546,169127.5312,103026.5234,0.10165983,0.49893154,0.313893115,0.601184322,0.084922563,272154.0546,0,0,,138473.1097,,0,0,100
Mandalay,MMR010,Pyinoolwin,Madaya,MMR010009,258001,274809.4707,25812.81744,248996.6532,0.10165983,0.523726652,0.313893115,0.601184322,0.084922563,274809.4707,0,0,,146928.6846,,0,0,100
Mandalay,MMR010,Pyinoolwin,Singu,MMR010010,157585,167851.4829,7874.645512,159976.8374,0.10165983,0.51280896,0.313893115,0.601184322,0.084922563,167851.4829,0,0,,85403.52942,,0,0,100
Mandalay,MMR010,Pyinoolwin,Mogoke,MMR010011,167149,178038.5666,82665.13777,95373.4288,0.10165983,0.492117811,0.313893115,0.601184322,0.084922563,178038.5666,0,0,,99792.21313,,0,0,100
Mandalay,MMR010,Pyinoolwin,Thabeikkyin,MMR010012,163702,174366.9985,14661.77404,159705.2244,0.10165983,0.491588374,0.313893115,0.601184322,0.084922563,174366.9985,0,0,,88718.65072,,0,0,100
Mandalay,MMR010,Yamethin,Yamethin,MMR010023,258091,274905.3341,29502.49309,245402.841,0.10165983,0.51424885,0.313893115,0.601184322,0.084922563,274905.3341,0,0,,139872.9721,,0,0,100
Mandalay,MMR010,Yamethin,Pyawbwe,MMR010024,260293,277250.7919,34312.70533,242938.0865,0.10165983,0.541920067,0.313893115,0.601184322,0.084922563,277250.7919,0,0,,141066.3508,,0,0,100
Mon,MMR011,Mawlamyine,Mawlamyine,MMR011001,289388,278680.7196,244345.9083,34334.81132,0.152277078,0.519586161,0.36703104,0.544125199,0.088843761,278680.7196,0,0,,167382.9125,,0,0,100
Mon,MMR011,Mawlamyine,Kyaikmaraw,MMR011002,195810,188565.0812,10613.22588,177951.8553,0.152277078,0.526346969,0.36703104,0.544125199,0.088843761,188565.0812,0,0,,109073.3321,,0,0,100
Mon,MMR011,Mawlamyine,Chaungzon,MMR011003,122126,117607.3699,7441.10302,110166.2669,0.152277078,0.544765242,0.36703104,0.544125199,0.088843761,117607.3699,0,0,,68028.64901,,0,0,100
Mon,MMR011,Mawlamyine,Thanbyuzayat,MMR011004,170536,164226.2126,55091.31895,109134.8936,0.152277078,0.522394099,0.36703104,0.544125199,0.088843761,164226.2126,0,0,,94994.7897,,0,0,100
Mon,MMR011,Mawlamyine,Mudon,MMR011005,190737,183679.7809,50570.99573,133108.7851,0.152277078,0.528271914,0.36703104,0.544125199,0.088843761,183679.7809,0,0,,106247.4856,,0,0,100
Mon,MMR011,Mawlamyine,Ye,MMR011006,263624,253869.9809,49968.15756,203901.8233,0.152277078,0.511110521,0.36703104,0.544125199,0.088843761,253869.9809,0,0,,158113.6601,,0,0,100
Mon,MMR011,Thaton,Thaton,MMR011007,238106,229296.1402,53010.27539,176285.8648,0.152277078,0.511167295,0.36703104,0.544125199,0.088843761,229296.1402,0,0,,137721.2454,,0,0,100
Mon,MMR011,Thaton,Paung,MMR011008,218459,210376.0741,28344.94969,182031.1244,0.152277078,0.517662353,0.36703104,0.544125199,0.088843761,210376.0741,0,0,,121689.6536,,0,0,100
Mon,MMR011,Thaton,Kyaikto,MMR011009,184532,177704.3642,33920.72121,143783.643,0.152277078,0.51211172,0.36703104,0.544125199,0.088843761,177704.3642,0,0,,110676.6832,,0,0,100
Mon,MMR011,Thaton,Bilin,MMR011010,181075,174375.2723,17711.50081,156663.7715,0.152277078,0.514455336,0.36703104,0.544125199,0.088843761,173280.2723,1095,0,,104076.6534,,0,0,100
Nay Pyi Taw,MMR018,Det Khi Na,Za Bu Thi Ri,MMR018002,110459,123719.9083,117153.039,6566.869358,0.10766915,0.536054102,0.36703104,0.544125199,0.088843761,123719.9083,0,0,,60607.99929,,0,0,100
Nay Pyi Taw,MMR018,Det Khi Na,Det Khi Na Thi Ri,MMR018004,51328,57490.0683,25978.50382,31511.56448,0.10766915,0.472997195,0.36703104,0.544125199,0.088843761,57490.0683,0,0,,28163.27676,,0,0,100
Nay Pyi Taw,MMR018,Det Khi Na,Pyinmana,MMR018006,187565,210082.6968,80654.99957,129427.6972,0.10766915,0.516269027,0.36703104,0.544125199,0.088843761,210082.6968,0,0,,102915.4654,,0,0,100
Nay Pyi Taw,MMR018,Det Khi Na,Lewe,MMR018007,284393,318535.1659,33834.55391,284700.612,0.10766915,0.514281294,0.36703104,0.544125199,0.088843761,318535.1659,0,0,,156044.2403,,0,0,100
Nay Pyi Taw,MMR018,Oke Ta Ra,Zay Yar Thi Ri,MMR018001,111293,124654.0323,39320.57235,85333.45997,0.10766915,0.500040434,0.36703104,0.544125199,0.088843761,124654.0323,0,0,,61065.60865,,0,0,100
Nay Pyi Taw,MMR018,Oke Ta Ra,Tatkon,MMR018003,217093,243155.6148,46687.15938,196468.4554,0.10766915,0.522255439,0.36703104,0.544125199,0.088843761,243155.6148,0,0,,119117.2507,,0,0,100
Nay Pyi Taw,MMR018,Oke Ta Ra,Poke Ba Thi Ri,MMR018005,116491,130476.0666,49771.7847,80704.2819,0.10766915,0.507893314,0.36703104,0.544125199,0.088843761,130476.0666,0,0,,63917.71106,,0,0,100
Nay Pyi Taw,MMR018,Oke Ta Ra,Oke Ta Ra Thi Ri,MMR018008,81620,91418.70664,26830.86397,64587.84267,0.10766915,0.493886302,0.36703104,0.544125199,0.088843761,91418.70664,0,0,,44784.26296,,0,0,100
Rakhine,MMR012,Kyaukpyu,Kyaukpyu,MMR012011,165352,171175.7376,21600.90558,149574.832,0.173457788,0.523670715,0.367072818,0.544967689,0.087959493,170174.7376,1001,0,,94951.02212,,0,0,100
Rakhine,MMR012,Kyaukpyu,Munaung,MMR012012,56966,58972.35634,5430.765393,53541.59095,0.173457788,0.56189657,0.367072818,0.544967689,0.087959493,58972.35634,0,0,,32904.32876,,0,0,100
Rakhine,MMR012,Kyaukpyu,Ramree,MMR012013,97891,101338.7448,10221.76468,91116.9801,0.173457788,0.542695447,0.367072818,0.544967689,0.087959493,101338.7448,0,0,,56543.1599,,0,0,100
Rakhine,MMR012,Kyaukpyu,Ann,MMR012014,119714,123930.3561,8813.865146,115116.491,0.173457788,0.508637252,0.367072818,0.544967689,0.087959493,119946.3561,3984,0,,66925.49833,,0,0,100
Rakhine,MMR012,Maungdaw,Maungdaw,MMR012009,40785,42221.4576,12908.16121,29313.29639,0.173457788,0.482701974,0.367072818,0.544967689,0.087959493,42221.4576,0,0,76000,24540.25432,,0,75.59161304,24.40838696
Rakhine,MMR012,Maungdaw,Buthidaung,MMR012010,55545,57501.30838,10054.059,47447.24938,0.173457788,0.500981186,0.367072818,0.544967689,0.087959493,50471.30838,7030,1000,154000,28161.06778,,0.545967553,84.07900318,15.37502927
Rakhine,MMR012,Mrauk-U,Mrauk-U,MMR012003,189630,196308.8146,37411.82435,158896.9903,0.173457788,0.537657544,0.367072818,0.544967689,0.087959493,173565.8146,22743,0,27000,96843.11396,,0,21.80177737,78.19822263
Rakhine,MMR012,Mrauk-U,Kyauktaw,MMR012004,173100,179196.624,20178.51297,159018.111,0.173457788,0.549156557,0.367072818,0.544967689,0.087959493,164101.624,15095,0,63000,91562.45606,,0,40.76022186,59.23977814
Rakhine,MMR012,Mrauk-U,Minbya,MMR012005,169208,175167.5468,23752.09325,151415.4536,0.173457788,0.533857737,0.367072818,0.544967689,0.087959493,172245.5468,2922,0,32000,96106.45482,,0,24.97922532,75.02077468
Rakhine,MMR012,Mrauk-U,Myebon,MMR012006,137193,142024.9708,11973.35733,130051.6134,0.173457788,0.523598143,0.367072818,0.544967689,0.087959493,135445.9708,6579,0,,75573.69295,,0,0,100
Rakhine,MMR012,Sittwe,Sittwe,MMR012001,147899,153108.0387,104296.369,48811.66966,0.173457788,0.52352619,0.367072818,0.544967689,0.087959493,40652.03867,112456,0,90000,22682.28927,,0,79.87058178,20.12941822
Rakhine,MMR012,Sittwe,Ponnagyun,MMR012002,129753,134322.9321,13137.9801,121184.952,0.173457788,0.537744792,0.367072818,0.544967689,0.087959493,131433.9321,2889,0,2000,73335.12822,,0,2.654804004,97.345196
Rakhine,MMR012,Sittwe,Pauktaw,MMR012007,145957,151097.641,13161.79017,137935.8508,0.173457788,0.532773351,0.367072818,0.544967689,0.087959493,126668.641,24429,0,16000,70676.27723,,0,18.45949147,81.54050853
Rakhine,MMR012,Sittwe,Rathedaung,MMR012008,111974,115917.7515,7775.539243,108142.2122,0.173457788,0.553235573,0.367072818,0.544967689,0.087959493,96364.75145,19553,1500,10000,53767.86107,,2.298221476,15.32147651,82.38030202
Rakhine,MMR012,Thandwe,Thandwe,MMR012015,133484,138185.3389,14831.60042,123353.7385,0.173457788,0.512136286,0.367072818,0.544967689,0.087959493,138185.3389,0,0,,77102.15603,,0,0,100
Rakhine,MMR012,Thandwe,Toungup,MMR012016,158341,163917.8084,35287.55241,128630.256,0.173457788,0.512084678,0.367072818,0.544967689,0.087959493,163917.8084,0,0,,91459.89398,,0,0,100
Rakhine,MMR012,Thandwe,Gwa,MMR012017,66015,68340.06432,15929.96909,52410.09523,0.173457788,0.506475801,0.367072818,0.544967689,0.087959493,68340.06432,0,0,,38131.15302,,0,0,100
Sagaing,MMR005,Hkamti,Hkamti,MMR005033,47658,50052.78736,12131.43117,37921.35619,0.096137431,0.435225985,0.341582624,0.574286708,0.084130668,50052.78736,0,0,,24910.51258,,0,0,100
Sagaing,MMR005,Hkamti,Homalin,MMR005034,258206,271180.7045,22286.29292,248894.4116,0.096137431,0.482002742,0.341582624,0.574286708,0.084130668,271180.7045,0,0,,142131.8988,,0,0,100
Sagaing,MMR005,Kale,Kale,MMR005027,348573,366088.5948,137063.8522,229024.7426,0.096137431,0.519302987,0.341582624,0.574286708,0.084130668,365988.5948,100,0,,230526.344,,0,0,100
Sagaing,MMR005,Kale,Kalewa,MMR005028,56432,59267.67587,9262.149729,50005.52614,0.096137431,0.508877942,0.341582624,0.574286708,0.084130668,59267.67587,0,0,,29496.62273,,0,0,100
Sagaing,MMR005,Kale,Mingin,MMR005029,104363,109607.1813,3641.214776,105965.9666,0.096137431,0.51926449,0.341582624,0.574286708,0.084130668,109607.1813,0,0,,60345.34117,,0,0,100
Sagaing,MMR005,Kanbalu,Kanbalu,MMR005007,295561,310412.772,26279.34125,284133.4307,0.096137431,0.526513985,0.341582624,0.574286708,0.084130668,310412.772,0,0,,162694.3067,,0,0,100
Sagaing,MMR005,Kanbalu,Kyunhla,MMR005008,104087,109317.3125,12758.43008,96558.8824,0.096137431,0.508824349,0.341582624,0.574286708,0.084130668,109317.3125,0,0,,54405.56724,,0,0,100
Sagaing,MMR005,Katha,Katha,MMR005020,167734,176162.538,28075.26778,148087.2702,0.096137431,0.509193127,0.341582624,0.574286708,0.084130668,176162.538,0,0,,96988.06527,,0,0,100
Sagaing,MMR005,Katha,Indaw,MMR005021,120266,126309.298,8957.577394,117351.7206,0.096137431,0.52759716,0.341582624,0.574286708,0.084130668,126309.298,0,0,,62862.22054,,0,0,100
Sagaing,MMR005,Katha,Tigyaing,MMR005022,129955,136485.1648,14215.12604,122270.0387,0.096137431,0.509553307,0.341582624,0.574286708,0.084130668,136485.1648,0,0,,67926.59497,,0,0,100
Sagaing,MMR005,Katha,Banmauk,MMR005023,112668,118329.5028,6474.78774,111854.7151,0.096137431,0.492358079,0.341582624,0.574286708,0.084130668,118329.5028,0,0,,58890.7976,,0,0,100
Sagaing,MMR005,Kawlin,Kawlin,MMR005024,145297,152598.0915,22507.89555,130090.196,0.096137431,0.519728556,0.341582624,0.574286708,0.084130668,152598.0915,0,0,,79980.08761,,0,0,100
Sagaing,MMR005,Kawlin,Wuntho,MMR005025,73395,77083.05696,12573.58618,64509.47078,0.096137431,0.516792697,0.341582624,0.574286708,0.084130668,77083.05696,0,0,,38363.06751,,0,0,100
Sagaing,MMR005,Kawlin,Pinlebu,MMR005026,111968,117594.3282,7312.886785,110281.4415,0.096137431,0.532071663,0.341582624,0.574286708,0.084130668,117594.3282,0,0,,58524.91236,,0,0,100
Sagaing,MMR005,Mawlaik,Mawlaik,MMR005031,51314,53892.49928,8985.934128,44906.56515,0.096137431,0.511731691,0.341582624,0.574286708,0.084130668,53892.49928,0,0,,26821.47893,,0,0,100
Sagaing,MMR005,Mawlaik,Paungbyin,MMR005032,112694,118356.8093,10553.95653,107802.8528,0.096137431,0.521988748,0.341582624,0.574286708,0.084130668,118356.8093,0,0,,58904.38762,,0,0,100
Sagaing,MMR005,Monywa,Monywa,MMR005012,372095,390792.5619,217915.2041,172877.3578,0.096137431,0.537884142,0.341582624,0.574286708,0.084130668,390792.5619,0,0,,215154.7936,,0,0,100
Sagaing,MMR005,Monywa,Budalin,MMR005013,123539,129746.7644,5471.799534,124274.9649,0.096137431,0.553938432,0.341582624,0.574286708,0.084130668,129746.7644,0,0,,64572.99539,,0,0,100
Sagaing,MMR005,Monywa,Ayadaw,MMR005014,155769,163596.3036,9994.173582,153602.13,0.096137431,0.545904512,0.341582624,0.574286708,0.084130668,163596.3036,0,0,,81419.39726,,0,0,100
Sagaing,MMR005,Monywa,Chaung-U,MMR005015,105955,111279.1784,23030.91976,88248.25866,0.096137431,0.542673777,0.341582624,0.574286708,0.084130668,111279.1784,0,0,,55381.95814,,0,0,100
Sagaing,MMR005,Naga Self-Administered Zone,Lay Shi,MMR005035,10491,11018.16678,2827.271467,8190.895309,0.096137431,0.503955772,0.341582624,0.574286708,0.084130668,11018.16678,0,0,,5483.574374,,0,0,100
Sagaing,MMR005,Naga Self-Administered Zone,Lahe,MMR005036,54357,57088.4083,5895.050054,51193.35825,0.096137431,0.502823923,0.341582624,0.574286708,0.084130668,57088.4083,0,0,,28412.03434,,0,0,100
Sagaing,MMR005,Naga Self-Administered Zone,Nanyun,MMR005037,51980,54591.9654,6451.682252,48140.28315,0.096137431,0.486667949,0.341582624,0.574286708,0.084130668,54591.9654,0,0,,27169.5926,,0,0,100
Sagaing,MMR005,Sagaing,Sagaing,MMR005001,307194,322630.3236,85523.91163,237106.412,0.096137431,0.533128902,0.341582624,0.574286708,0.084130668,322630.3236,0,0,,169097.7999,,0,0,100
Sagaing,MMR005,Sagaing,Myinmu,MMR005002,106986,112361.9856,17390.03007,94971.95551,0.096137431,0.542472847,0.341582624,0.574286708,0.084130668,112361.9856,0,0,,55920.85483,,0,0,100
Sagaing,MMR005,Sagaing,Myaung,MMR005003,106411,111758.0922,8186.694312,103571.3979,0.096137431,0.551954215,0.341582624,0.574286708,0.084130668,96758.09216,15000,0,,53271.1453,,0,0,100
Sagaing,MMR005,Shwebo,Shwebo,MMR005004,266807,280213.8998,83745.83935,196468.0605,0.096137431,0.53660886,0.341582624,0.574286708,0.084130668,280213.8998,0,0,,154274.5939,,0,0,100
Sagaing,MMR005,Shwebo,Khin-U,MMR005005,146457,153816.3809,11903.52705,141912.8538,0.096137431,0.536184682,0.341582624,0.574286708,0.084130668,153816.3809,0,0,,84685.16267,,0,0,100
Sagaing,MMR005,Shwebo,Wetlet,MMR005006,196216,206075.7423,11357.39734,194718.3449,0.096137431,0.540868227,0.341582624,0.574286708,0.084130668,206075.7423,0,0,,102560.7692,,0,0,100
Sagaing,MMR005,Shwebo,Ye-U,MMR005009,118290,124234.0051,21486.00285,102748.0023,0.096137431,0.565288697,0.341582624,0.574286708,0.084130668,124234.0051,0,0,,61829.37878,,0,0,100
Sagaing,MMR005,Shwebo,Tabayin,MMR005010,140815,147890.8736,4524.474547,143366.399,0.096137431,0.542690764,0.341582624,0.574286708,0.084130668,147890.8736,0,0,,81422.81476,,0,0,100
Sagaing,MMR005,Shwebo,Taze,MMR005011,165110,173406.6835,15082.63207,158324.0514,0.096137431,0.561050209,0.341582624,0.574286708,0.084130668,173406.6835,0,0,,95470.80172,,0,0,100
Sagaing,MMR005,Tamu,Tamu,MMR005030,114869,120641.1018,62949.85037,57691.25147,0.096137431,0.503721631,0.341582624,0.574286708,0.084130668,120641.1018,0,0,,63230.71147,,0,0,100
Sagaing,MMR005,Yinmarbin,Yinmarbin,MMR005016,141480,148589.2894,5047.498764,143541.7907,0.096137431,0.53368674,0.341582624,0.574286708,0.084130668,148589.2894,0,0,,81807.33467,,0,0,100
Sagaing,MMR005,Yinmarbin,Kani,MMR005017,134541,141301.6086,5132.568967,136169.0397,0.096137431,0.535717737,0.341582624,0.574286708,0.084130668,137801.6086,3500,0,,86797.51636,,0,0,100
Sagaing,MMR005,Yinmarbin,Salingyi,MMR005018,121808,127928.7826,5832.035088,122096.7476,0.096137431,0.542484894,0.341582624,0.574286708,0.084130668,127928.7826,0,0,,63668.21346,,0,0,100
Sagaing,MMR005,Yinmarbin,Pale,MMR005019,144006,151242.2195,4300.771418,146941.4481,0.096137431,0.536067942,0.341582624,0.574286708,0.084130668,151242.2195,0,0,,83267.93212,,0,0,100
